2011/3/14,2000,INTIMATE PARTNER - SIMPLE ASSAULT,58,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",2ND                          ST,"(34.0472, -118.2381)"
2011/3/14,2000,INTIMATE PARTNER - SIMPLE ASSAULT,44,F,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",2ND                          ST,"(34.0472, -118.2381)"
2011/3/14,2115,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",26,F,,,1800 S  MAIN                         ST,"(34.0317, -118.2641)"
2011/3/14,2115,BATTERY - SIMPLE ASSAULT,21,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1800 S  MAIN                         ST,"(34.0317, -118.2641)"
2011/4/14,400,THEFT PLAIN - PETTY ($950 & UNDER),44,M,,,500    RAMIREZ                      ST,"(34.0552, -118.2322)"
2011/3/14,1415,BRIBERY,13,F,,,400    BAUCHET                      ST,"(34.0587, -118.233)"
2011/3/14,1800,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",32,M,,,500 N  FIGUEROA                     ST,"(34.0617, -118.2469)"
2011/4/14,900,VANDALISM - MISDEAMEANOR ($399 OR UNDER),32,F,,,7TH,"(34.0419, -118.2485)"
2011/1/14,1030,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),26,F,,,MATEO,"(34.0383, -118.2327)"
2011/1/14,900,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",65,M,,,800    YALE                         ST,"(34.0632, -118.2408)"
2011/4/14,1540,BATTERY - SIMPLE ASSAULT,48,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",200 W  6TH                          ST,"(34.046, -118.2509)"
2011/4/14,900,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),13,,,,1100 S  HOPE                         ST,"(34.0423, -118.2631)"
2011/4/14,1710,BATTERY - SIMPLE ASSAULT,21,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",7TH,"(34.0407, -118.2468)"
